LU,YR_BUILT,GROSS_TAX
R2,1920,795852
R2,1920,767555
R2,1900,762420
R2,1900,936912
R2,1900,799834
R2,1880,906416
CM,1900,0
CD,1900,481556
CD,1900,547056
R2,1900,909664
R2,1900,833474
R2,1900,944247
R2,1900,944248
R2,1900,889019
R2,1900,868268
R3,1900,1073362
CM,1910,0
CD,1910,455042
CD,1910,482290
CD,1910,462797
R2,1900,834103
CM,1910,0
CD,1910,465627
CD,1910,477469
R2,1920,833055
R2,1905,907568
R2,1905,1025887
R2,1920,1007757
R2,1920,950641
R3,1911,1025888
R2,1920,940790
R2,1901,944248
R2,1920,828025
R2,1910,1067912
R2,1901,1012578
R1,1940,589500
R1,1940,486587
R2,1895,1009434
R2,1930,738002
R2,1930,899918
R2,1930,818802
R2,1920,752778
R2,1930,889124
R2,1928,828863
R2,1930,778035
R2,1930,765878
R2,1930,822785
R2,1930,727522
R2,1930,863343
R1,1880,685078
R1,1880,620102
R2,1920,830435
R2,1870,1137395
R2,1993,927480
R3,1930,882207
R2,1930,791621
RL,0,28925
RL,0,39090
R2,1930,718718
R1,1920,488578
R1,1930,494446
R1,1930,482290
C,1920,2058840
C,1920,1237320
R4,1955,1022324
R2,1930,847308
R2,1930,817650
R1,1940,558794
R1,1935,590129
R2,1930,1033747
R2,1890,895202
RL,0,61203
R2,1920,784324
R2,1916,839029
R2,1910,853701
R2,1900,972230
R2,1983,695244
R2,1885,772166
RL,0,178370
RL,0,178370
RL,0,176693
RL,0,39090
R2,1887,761372
R1,1966,518865
R2,1890,767136
RL,0,37309
R2,1890,821527
R1,2016,832426
R1,2013,786838
R1,1890,572837
CM,1900,0
CD,1900,730561
CD,1900,479146
R1,2005,996858
CM,2005,0
CD,2005,294488
CD,2005,524734
CD,2005,491827
CD,2005,497172
CD,2005,519494
CD,2005,617587
CD,2005,627752
CD,2005,527249
CD,2005,483442
CD,2005,491827
CD,2005,337247
CD,2005,627752
CD,2005,544646
CD,2005,403900
CD,2005,491826
CD,2005,499372
CD,2005,519494
CD,2005,544122
CD,2005,629429
CD,2005,633307
CD,2005,631001
CD,2005,638442
CD,2005,631001
CD,2005,636241
CD,2005,568540
CD,2005,636451
R3,1895,914904
R2,1960,704256
CM,2012,0
CM,2012,0
CD,2013,792812
CD,2013,794384
CD,2013,794489
RL,0,210
R2,1865,674074
R2,1865,692099
R1,1888,591911
R1,1865,494447
R1,1865,487006
R1,1865,525887
R1,1865,514882
R1,1865,509538
R1,1865,536367
R1,1865,483757
R1,1865,428003
R1,1865,551562
R1,1865,445610
R1,1865,428318
R1,1865,472753
R1,1865,611718
R1,1950,419410
C,1940,783720
R1,1960,426536
R1,1960,553868
R1,1950,485120
R1,1961,444143
R1,1960,442676
RL,0,38147
R1,1920,402642
R1,1885,554497
RL,0,29134
RL,0,20331
R1,2003,654791
R1,1890,662965
R2,1920,767346
RL,0,28086
R1,1990,614862
R1,1990,675855
CM,1999,0
CD,1990,522638
CD,1990,450116
CD,1990,589710
CD,1990,450536
CD,1990,450640
CD,1990,459968
RL,0,138546
R1,1986,714526
R1,1960,451269
E,1950,0
R1,1962,497276
R1,1960,496752
R2,1930,764097
R1,2012,931987
R1,1930,638337
R2,1910,841230
R3,1908,958710
CM,1999,0
CD,1920,370364
CD,1920,321946
CD,1920,375708
R2,1940,708762
R2,1939,707819
R2,1920,695034
R3,1920,974431
CM,1999,0
CD,1920,368372
CD,1920,367534
CD,1920,449592
CD,1920,433453
CD,1920,347727
CD,1920,350556
CD,1920,352338
CD,1920,357997
CD,1920,346679
CD,1920,352862
CD,1920,352862
CD,1920,329492
A,1920,2234336
R3,1900,1121674
R3,1900,1114129
A,1920,1842908
R2,1984,941838
R1,1950,574200
R2,1940,777406
R2,1890,816811
R1,1905,526201
E,1899,0
R1,1900,507022
R1,1915,586566
R1,1915,559108
R1,1890,648398
CM,1920,0
CD,1920,342277
CD,1920,404633
R1,1921,638023
R2,1900,1107003
CM,1890,0
CD,1890,454832
CD,1890,582793
CM,2010,0
CM,2010,0
CD,2010,739993
CD,2010,739993
CD,2010,520122
CD,2010,611760
R2,1930,837457
R1,2007,717776
R3,1940,836828
R1,1935,550829
R1,1880,556174
R1,1900,575876
R1,1906,509119
R2,1930,652275
R1,1915,614442
R2,1920,765984
R2,1920,778559
R2,1920,792393
R2,1900,923079
R1,1914,779697
R1,1910,718824
R1,1890,707610
R1,1900,1071344
R1,1887,666528
R1,1880,812200
R2,1920,764830
R2,1920,901909
R2,1890,723330
R2,1920,820689
R2,1920,822576
R1,1890,1009224
R2,1890,840287
RL,0,34374
R1,1920,464684
R1,1920,592644
R1,1920,498429
R1,1920,591806
R3,1940,1015093
RL,0,217670
R3,1910,1092226
RL,0,54601
R1,1940,600819
R1,1935,671663
RL,0,21065
R1,1900,889124
R1,1896,765354
R2,1910,899918
R2,1965,621360
R2,1957,776149
R1,1940,577763
R3,1899,1345129
R3,1950,1345129
R1,1940,677847
R1,1927,797738
CM,1920,0
CD,1920,370154
CD,1920,395830
CM,1920,0
CD,1920,417104
CD,1920,449278
R2,1920,816182
R2,1920,848985
R2,1920,918572
R2,1920,993818
CM,1927,0
CD,1927,442990
CD,1972,475373
CM,2009,0
CD,1970,795328
CD,1970,774368
R1,1920,712536
E,1899,0
CM,1999,0
CD,1890,335884
CD,1890,442361
R3,1890,848985
A,1920,1649028
R3,1890,881054
R3,1890,915742
R4,1899,1654792
R2,1890,987321
R3,1890,1196502
R3,1890,945925
R3,1900,940685
R2,1910,897612
R3,1935,747853
R2,1890,765669
R1,1998,731399
CM,1895,0
CD,1895,679838
CD,1895,761372
R1,1890,759800
R2,1937,1010691
CM,1920,0
CD,1920,635193
CD,1920,810000
E,1899,0
E,1899,0
I,,1677060
R1,1900,479565
CM,1999,0
CD,1973,217879
CD,1973,186125
CD,1973,217879
CD,1973,182457
CD,1973,266716
CD,1973,252882
CD,1973,257808
CD,1973,256655
CD,1973,257808
CD,1973,265563
CD,1973,266716
CD,1973,265563
CD,1973,296584
CD,1973,265563
CD,1973,266716
CD,1973,265563
CM,1999,0
CD,1973,232237
CD,1973,171767
CD,1973,232237
CD,1973,216831
CD,1973,272166
CD,1973,258332
CD,1973,272166
CD,1973,258332
CD,1973,259380
CD,1973,258332
CD,1973,272166
CD,1973,258332
CD,1973,252149
CD,1973,238420
CD,1973,252149
CD,1973,258332
CM,1999,0
CD,1973,213478
CD,1973,197443
CD,1973,261790
CD,1973,225110
CD,1973,287466
CD,1973,252149
CD,1973,262210
CD,1973,249319
CD,1973,259380
CD,1973,249319
CD,1973,250472
CD,1973,258227
CD,1973,259380
CD,1973,258227
CD,1973,259380
CD,1973,233599
RL,0,22427
R1,1952,610775
R2,1930,667786
R1,1930,545799
R2,1949,969191
R1,1955,688012
R1,1955,591701
R2,1950,617901
R1,1940,504402
CM,1920,0
CD,1920,418991
CD,1920,412912
R2,1920,837772
R2,1920,695453
CM,1920,0
CD,1920,469295
CD,1920,619306
R2,1920,747643
R2,1895,1011320
R2,1925,826244
R2,1925,833265
CM,1925,0
CD,1925,541397
CD,1925,680571
R2,1936,715260
R3,1910,893106
R3,1910,992142
R3,1910,1025782
R3,1910,919201
R3,1910,967199
R3,1910,957977
R3,1925,1091807
R3,1890,809895
R2,1890,890276
E,1899,0
E,1899,0
CM,1935,0
CC,0,560700
CC,0,434700
CC,0,601020
CC,0,313740
CD,1935,341334
CD,1935,380110
CD,1935,198910
CD,1935,260114
CD,1935,422659
CD,1935,212115
CD,1935,260742
R2,1925,740517
R2,1925,850033
R3,1925,895306
R3,1910,851710
R3,1910,1024420
R2,1902,855692
R2,1925,987321
R2,1909,810628
R2,1925,1010167
R2,1914,624713
R3,1925,965103
E,0,0
R2,1920,710230
R2,1915,839553
R3,1915,918782
RC,1960,1999861
R3,1935,1021695
R2,1925,822261
A,1969,1916268
R2,1935,1029974
R2,1925,988055
R2,1890,853282
R3,1945,914275
R2,1910,892792
R2,1910,704361
R2,1915,787677
R2,1920,909140
R2,1920,846889
R3,1930,931358
CM,1999,0
CD,1920,353281
CD,1920,404633
CD,1920,483338
R3,1920,935864
R2,1930,867116
R2,1967,788201
R2,1930,768021
R2,1935,742928
R3,1915,879377
R2,1890,822785
R2,1890,887552
R4,1925,1287468
R2,1920,856426
R3,1910,990674
R2,1900,885036
R4,1910,680895
CL,0,1624873
R3,1910,481139
R1,1910,644206
R2,2004,1252465
R4,1925,1699332
R3,1904,804340
R2,1902,802035
R2,1920,806960
R2,1925,889542
R2,1925,808218
R2,1925,788934
R3,1925,869107
R3,1910,825510
R2,1914,837667
E,2008,0
E,0,0
R2,1920,760953
R2,1920,752464
R2,1920,612661
R2,1920,545484
R1,1920,447286
R1,1920,429470
RC,1940,2980997
C,1940,369684
R1,1865,605640
R3,1865,697339
R1,1865,604801
R2,1865,707400
RL,0,12681
R2,1865,723015
R3,1865,740202
R3,1910,777092
R3,1865,780760
R3,1865,773424
R2,1865,653952
R1,1865,654162
R3,1865,701112
I,1970,20420820
RL,0,8279
RL,0,169042
RL,0,17606
R1,1987,600714
CM,1960,0
CM,1960,0
CM,1960,0
CD,1960,462483
CD,1960,451269
CD,1960,448963
CD,1960,462482
CD,1960,457871
CD,1960,457872
CD,1960,448963
CD,1960,448963
CD,1960,448963
CD,1960,448963
CD,1960,379795
CD,1960,425278
CD,1960,452317
CD,1960,425279
CD,1960,457871
CD,1960,471391
CD,1960,448963
CD,1960,448964
CD,1960,473382
CD,1960,448963
CD,1960,425279
CD,1960,416370
CD,1960,416371
CD,1960,416370
CD,1960,416370
CD,1960,381996
CD,1960,448963
CD,1960,448964
CD,1960,471390
CD,1960,462482
CD,1960,448964
CD,1960,448963
CD,1960,457871
CD,1960,448963
CD,1960,448963
CD,1960,448963
CD,1960,457872
CD,1960,440055
CD,1960,448963
CD,1960,448963
CD,1960,457872
CD,1960,448963
CD,1960,471390
CD,1960,389332
CD,1960,457871
CD,1960,448963
CD,1960,416370
CD,1960,429890
CD,1960,416370
CD,1960,416371
CD,1960,358521
CD,1960,425279
CD,1960,416370
CD,1960,425279
CD,1960,416371
CD,1960,425279
CD,1960,416371
CD,1960,416370
CD,1960,352233
CD,1960,416371
CD,1960,416370
CD,1960,416371
CD,1960,416370
CD,1960,425278
CD,1960,416370
R1,1960,457033
RL,0,77238
R3,1926,1015093
R2,1955,809266
R1,1988,593273
R1,1920,585308
R1,1977,650389
R1,1920,584680
R1,1920,491722
CM,1999,0
CD,1920,446972
CD,1920,403795
CD,1920,463845
R1,2016,926432
RL,0,386502
R2,1920,775415
R2,1935,736220
CL,0,1073119
R1,1950,736954
CL,0,856571
R2,1920,763154
CM,1920,0
R2,1920,895412
CD,2013,580173
CD,2013,845317
R2,1915,1066969
R3,1915,1124609
R3,1914,1167996
R2,1920,1060576
R2,1920,991094
R2,1920,920458
R2,1920,1027564
R2,1920,869212
R1,1950,472753
R1,1950,528716
R1,1958,833579
C,1968,4944870
R1,1920,592749
R1,1960,536052
R1,1945,636241
R1,1955,411969
R1,1900,665795
RL,0,19598
R1,2016,429994
R1,1935,538882
R1,1916,1076820
RL,0,39614
R1,1920,533432
R1,1930,618530
R1,1925,625237
R1,1925,439427
RL,0,31335
R1,1920,485748
R1,1941,408092
R1,1950,411340
R1,1960,609936
RL,0,18340
R2,1920,813458
RL,0,10585
R2,1930,775940
RL,0,10480
R2,1920,780865
RL,0,10585
R2,1920,799519
RL,0,11109
R2,1900,856321
R2,1900,865020
R2,1920,856950
R2,1910,805074
R2,1910,840182
RL,0,56906
R2,1920,916372
R2,1920,907463
R2,1910,1077134
R2,1920,941314
R2,1910,973697
R1,1960,660764
R2,1980,915114
R1,1910,1007024
R2,1925,993218
R1,1950,753093
R1,1880,629115
R2,1925,961855
R1,1907,745233
R2,1925,754611
R2,1920,1055441
R2,1920,1038988
R1,1898,678056
R1,1896,602391
R1,1915,684449
R2,1915,758228
R2,1910,849090
R2,1910,1051484
R2,1902,830226
R2,1925,769022
R2,1915,812724
R2,1925,822470
R2,1925,960387
R2,1925,954309
R2,1925,1188118
R3,1930,1044646
R2,2015,1172817
R2,1925,863552
CM,1999,0
CD,1925,459129
CD,1925,434920
CD,1925,450431
R3,1910,935445
R2,1920,948021
R2,1900,777511
R2,1925,786105
R2,1900,789458
R2,1925,863552
RL,0,25571
R2,1925,911132
R2,1925,913228
R2,1925,801092
R2,1925,780551
R2,1925,1129430
R2,1920,929471
R2,1925,856531
R2,1925,1013835
R3,1925,999164
R3,1901,1041188
R3,1920,870050
R2,1930,858417
R1,1912,517922
R2,1925,679733
R3,1915,952690
R1,1935,651123
R1,1935,646826
R1,1930,662651
R1,1925,603963
R1,1930,586880
R1,1930,582059
R1,1940,630792
R1,1946,506813
R2,1925,835570
R2,1925,936493
R2,1925,929052
CM,1999,0
CD,1925,369001
CD,1925,402223
R2,1916,1031861
CM,1908,0
CD,1908,583946
CD,1908,564139
R2,1925,892687
CM,1925,0
CD,1925,598827
CD,1925,873928
R2,1925,1146617
R1,1915,593692
R1,1925,603858
R2,1925,939742
R2,1925,743661
R2,1925,931777
R1,1950,498220
R1,1950,511529
R1,1920,563091
R2,1925,874837
R2,1925,873508
R2,1925,815134
CM,1999,0
CD,1925,357578
CD,1925,379481
R1,1925,523267
R2,1925,970134
RL,0,78181
R2,1925,723330
R1,1928,642215
R2,1925,876233
R1,1925,513520
R1,1925,609098
R1,1920,584365
R1,1961,564139
RL,0,25571
R1,1936,459234
R2,1913,800986
R2,1925,763259
R2,1925,834522
R2,1925,830121
R1,1938,537624
R2,1919,853387
R1,1953,908407
R1,1910,557746
R2,1900,855692
R2,1920,1006604
R1,1938,826977
R2,1920,800777
R2,1920,760638
R2,1925,798681
R2,1925,805493
R2,1920,959654
R2,1935,909010
R2,1935,876023
R2,1935,898136
RL,0,40662
R2,1920,882626
R2,1920,802559
R2,1910,914276
R2,1935,860618
R2,1935,916057
RL,0,37309
RL,0,27667
R2,1920,869526
CM,1935,0
CD,1935,532699
CD,1935,703942
R2,1935,686440
R2,1920,742298
R1,1925,548419
R1,1935,568750
R1,1930,744395
R2,1925,884826
R2,1911,889438
R2,1925,1041712
R2,1920,828864
R2,1910,900652
R2,1925,971601
R2,1910,1117168
CM,0,0
CD,2009,699226
CD,2009,840916
R2,1925,817440
R2,1935,934921
R2,1930,968457
R2,1935,963951
R2,1925,883464
R1,1895,580881
E,0,0
E,0,0
R1,1892,1023163
CM,1885,0
R2,1885,910817
R1,1870,990151
E,1900,0
R1,1885,1207192
R3,1856,1573313
R3,1856,1573313
R2,1935,1015408
RL,0,37623
R2,1925,972544
R2,1925,729198
R2,1925,776778
R2,1915,864181
R1,1920,491932
R2,1910,760010
R2,1925,720290
CM,2015,0
CD,2016,542445
CD,2016,685078
CP,,12471
CP,,12471
CP,,12471
CP,,12471
R4,1905,1329912
RL,0,170405
R4,1899,1287468
RL,0,385874
RL,0,335150
A,2016,16006628
A,1970,7610052
CM,1999,0
CD,1964,298470
CC,0,1430100
CD,1964,324880
CD,1964,327500
CD,1964,267450
CD,0,13205
CD,1964,420563
CD,1964,335255
CD,1964,310103
CD,1964,218298
CD,1964,370678
CD,1964,358102
CD,1964,347936
CD,1964,369944
CD,1964,218508
CD,1964,271432
CD,1964,294069
CD,1964,360303
CD,1964,316392
CD,1964,268602
CD,1964,323728
CD,1964,364285
CD,1964,266297
CD,1964,337456
CD,1964,359255
CD,1964,294384
CD,1964,310103
CD,1964,218298
CD,1964,370678
CD,1964,358102
CD,1964,253092
CD,1964,373403
CD,1964,252149
CD,1964,271432
CD,1964,317125
CD,1964,357787
CD,1964,285895
CD,1964,278349
CD,1964,321212
CD,1964,304653
CD,1964,272794
CD,1964,307379
CD,1964,359255
CD,1964,291973
CD,1961,310103
CD,1964,227206
CD,1964,373403
CD,1964,363761
CD,1964,362294
CD,1964,383568
CD,1964,232132
CD,1964,271432
CD,1964,297213
CD,1964,365543
CD,1964,285895
CD,1964,272794
CD,1964,321212
CD,1964,321212
CD,1964,272794
CD,1964,285895
CD,1964,359255
CD,1964,300881
CD,1964,310103
CD,1964,218298
CD,1964,361770
CD,1964,358102
CD,1964,395306
CD,1964,369001
CD,1964,229302
CD,1964,271432
CD,1964,331587
CD,1964,357787
CD,1964,285895
CD,1964,272794
CD,1964,321212
CD,1964,321212
CD,1964,272794
CD,1964,285895
R4,2011,2585940
R4,2011,2585940
R2,1910,909140
RL,0,108573
RL,0,3668
CM,1969,0
RL,0,38252
R2,1925,816811
R1,1925,539303
R2,1925,778140
R1,1915,620730
R1,1925,605535
R2,1925,730246
R1,1925,1132469
E,1900,0
RC,,2589840
RL,0,28401
R2,1900,856531
CM,1999,0
CC,0,425880
CC,0,425880
CC,0,352800
CC,0,621180
CC,0,1243620
R3,1930,955252
R2,1925,741879
R2,1930,879901
R2,1900,555189
RL,0,1991
RL,0,1677
R2,1925,898974
R2,1900,750054
R2,1870,793860
R2,1890,599246
R1,1984,628800
R2,1900,869631
R2,1929,743137
R3,1900,1018342
R3,1885,1018342
RC,1970,12330090
RC,1970,12330090
A,1965,4498016
CM,1899,0
CD,1899,669986
CD,1899,619159
CD,1899,618006
CD,1899,625552
CD,1899,612032
R2,1895,568027
R2,1890,606058
R1,1890,475268
CM,2006,0
CD,2006,792184
CD,2006,866487
R2,1900,847937
R3,1910,806227
R3,1910,901594
R3,1910,859046
R3,1910,897298
R3,1910,848775
R4,1910,1025468
R3,1910,886084
R3,1910,847623
R3,1910,882626
RL,0,26095
R3,1900,1274762
RC,1930,3891903
RC,1930,3891903
CM,1999,0
CD,1894,477784
CD,1894,456195
CD,1894,484491
CD,1894,458605
CD,1894,338504
CD,1894,347517
CD,1894,355168
CD,1894,306226
CD,1894,373822
CD,1894,376651
R1,1910,618111
R2,1900,761162
R2,1890,758542
R2,1895,810733
R2,1885,1013311
R3,1895,916790
R2,1925,826768
R2,1925,844374
R1,1936,524944
R1,1936,535109
R1,1920,575038
R2,1930,685812
R1,1950,528926
R1,1910,473382
R1,1890,473277
R1,1890,425174
R3,1925,826767
R1,1885,594321
R1,1948,430414
R1,1885,594216
R2,1885,928947
CM,2002,0
CD,2002,714632
CD,2002,714631
R2,1890,793965
R2,1880,1372461
R2,1900,806751
R2,1900,663908
CM,0,0
CD,1905,412284
CD,1905,605744
E,1900,0
E,2002,0
E,1900,0
E,0,0
CM,1900,0
CD,1900,399393
CD,1900,406415
CD,1900,399602
A,1910,2034692
R2,1885,778874
R3,1895,998534
R3,1924,888809
R3,1895,927725
R3,1924,967619
R2,1890,844583
R3,1890,913542
R3,1895,964789
RC,1930,1109759
RC,1930,798833
RC,1930,931399
RC,1930,902627
A,1920,1621256
R1,1890,529555
R2,1890,690527
R2,1890,666109
R3,1900,921087
R2,1900,736010
R1,1890,582060
R3,1890,939113
R3,1900,819012
R3,1890,880739
CM,1910,0
CD,1910,531546
CD,1910,534480
CD,1910,462378
CD,1910,247852
CD,1910,389856
CD,1910,233284
CD,1910,371412
CD,1910,275833
CD,1910,349613
RC,1930,3466981
RC,1930,3232992
R2,1900,863762
R2,1890,720710
RL,0,1886
R3,1890,977155
RL,0,13310
R2,1890,745233
RL,0,13310
R3,1924,984701
RL,0,13310
R2,1895,1037939
RL,0,13310
R3,1912,906206
R3,1895,850452
R3,1895,1017504
CM,1900,0
CD,1900,502936
CD,1900,555336
CD,1900,567282
R3,1938,918468
R3,1924,1110985
R3,1920,870888
R3,1920,840915
R3,1895,1064663
R3,1895,1108155
R3,1900,1070846
R3,1900,1102391
R1,1900,625866
R1,1890,511634
R1,1890,590548
R2,1890,722492
R1,1920,660974
R2,1900,649760
R1,1890,551772
R1,1890,551877
R2,1890,710649
R3,1925,914275
R2,1890,695348
R1,1890,614757
R1,1910,589500
R1,1890,532175
CL,0,121464
C,1901,3428460
C,1899,293580
CM,1940,0
CD,1940,446238
CD,1940,455147
CD,1940,455146
CM,1890,0
CD,1890,419305
CD,1890,428318
CD,1890,434082
R3,1900,1225112
R3,1890,1005975
R3,1890,929995
R3,1890,931777
R3,1908,1098828
R3,1910,1015617
R3,1890,969505
R3,1890,931148
CM,1999,0
CD,1890,382311
CD,1890,379586
CD,1890,379586
R3,1890,968666
R3,1890,981347
R3,1890,973173
CM,1915,0
CD,1915,492141
CD,1915,495285
CD,1915,495390
CP,,11528
CP,,11528
R3,1915,866906
R3,1900,947812
R1,1940,538358
R3,1910,988788
R1,1920,475164
R2,1900,853911
R1,1895,509433
R2,1900,817336
R2,1905,812934
R3,1900,1014778
R1,1900,710964
R2,1900,938484
R1,1900,743242
R3,1923,1045590
CM,1999,0
CD,1923,375499
CD,1923,377385
CD,1923,387446
R3,1920,1055965
R3,1910,1004089
CM,1999,0
CD,1925,307064
CD,1925,307064
CD,1925,307064
R3,1925,972858
R2,1925,864181
R2,1890,952737
R2,1890,801091
R4,1915,997696
R2,1910,757075
C,1920,1280160
R3,1925,1058166
R3,1925,1029870
C,1928,1724940
C,1930,408240
RC,1899,1061481
R4,1930,1151752
R4,1930,919096
R4,1920,1087300
R1,1895,744500
R1,1890,575038
R1,1920,581536
R2,1900,746176
R2,1905,738212
R1,1905,674388
R1,1900,635088
R1,1900,567388
R1,1935,677951
R1,1885,648922
RL,0,60679
R1,1900,789040
R1,1899,618425
R1,1900,571684
R3,1910,1161918
R3,1910,968666
R3,1900,1074829
R2,1940,1084680
R1,2004,1173446
CM,1999,0
CD,1899,349823
CD,1899,393629
CD,1899,316182
CD,1899,326976
CD,1899,407882
R1,1920,542236
R1,1920,695767
R1,1930,546742
R1,1935,578601
CM,1895,0
CD,1895,632154
CD,1895,522428
CD,1895,479670
R1,1933,468352
CM,1895,0
R1,1920,449907
R1,1935,533537
R2,1980,752360
R2,1980,1018796
R1,1982,665270
R3,1890,964059
R2,1910,797738
R1,1920,543074
R1,1960,483862
R2,1910,785162
R1,1950,576273
R1,1950,569588
R1,1920,808637
RL,0,192098
R2,1967,718824
R2,1935,690108
R2,1965,732133
R2,1964,796376
R2,1940,699959
R2,1940,701322
R2,1940,709601
R2,1940,708448
R2,1966,741355
R1,1890,806332
R1,1930,534375
R1,1920,527354
RL,0,172606
R1,1940,580907
RL,0,15510
RL,0,20541
RL,0,1258
R1,1930,518865
R1,1940,699121
R1,1940,717566
R1,1950,721024
R1,1920,555231
R1,1950,525572
R1,2016,569064
R1,1920,617272
R1,1999,777930
R1,1895,734962
R2,1890,919830
R1,1950,502307
CM,1915,0
CD,2003,438902
CD,2003,519284
R1,1910,581431
R2,1926,783380
R1,1915,526620
R2,1925,812514
R2,1940,700588
R3,1925,942152
R3,1915,979042
R3,1915,853806
R3,1925,1078606
R3,1925,906625
CM,0,0
CD,1910,509433
CD,1910,510900
CD,1910,511005
CM,1999,0
CD,1910,430624
CD,1910,448335
CD,1910,419829
R2,1925,825300
R3,1900,1091492
R2,1925,927376
R2,1925,819536
R2,1910,963636
R2,1910,961016
R2,1910,1031127
R2,1910,845526
E,1899,0
E,1899,0
R3,1910,919620
C,1940,1910160
CM,1910,0
CD,1910,351080
CD,1910,337771
CD,1910,363132
R3,1910,955252
CM,1910,0
CD,1910,494761
CD,1910,518027
CD,1925,517817
R3,1920,1032071
R3,1910,936284
R3,1910,839134
R3,1910,985749
R3,1910,997906
R3,1910,999897
R2,1910,692518
CM,1890,0
CD,1890,438693
CD,1890,433348
R1,1890,603858
R1,1890,677952
R1,1890,517817
R1,1900,573256
R2,1890,827606
R1,1890,591596
R2,1890,786943
R2,1910,781074
R1,1900,678895
R1,1890,598618
R2,1925,936074
CM,1920,0
CD,1920,493713
CD,1920,601972
R2,1930,852024
R2,1930,785267
R3,1924,1107946
R3,1924,1020752
R3,1924,1053345
R3,1924,969924
R3,1930,1099457
RL,0,208342
E,1899,0
R1,1911,563615
R2,1915,777092
R2,1915,760114
CM,1906,0
CD,1906,411131
CD,1906,404738
CD,1906,406938
R2,1920,832008
CM,1920,0
CD,2012,500734
CD,1920,491932
CD,1920,511739
CM,1999,0
CD,1920,328758
CD,1920,386922
CD,1920,386922
E,1899,0
R3,1925,1023896
R3,1925,1173026
R3,1925,1092121
R3,1925,1084575
R3,1925,1127648
R3,1925,1091597
R3,1900,1044227
R2,1895,845422
R4,1945,881892
R4,1945,881892
R4,1945,881892
R4,1945,881892
R4,1945,881892
R4,1945,881892
R4,1945,806960
R4,1945,881892
R4,1945,865648
A,1955,4872090
R4,1950,865648
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R3,1925,985958
R3,1925,1059843
R3,1925,1013311
R3,1925,992666
R3,1925,994448
CM,1925,0
CD,1925,403585
CD,1925,408825
CD,1925,407777
R3,1925,1207191
R3,1910,1085623
R1,1930,473382
R2,1930,760534
R2,1920,781284
R1,1940,610984
R2,1900,892896
R3,1890,2236327
R3,2013,2236327
R2,1930,878434
RL,0,33536
R2,1930,854435
RL,0,48522
R2,1928,778560
R2,1930,680467
R2,1930,869002
R1,1920,1056384
R2,1920,984910
R1,1885,809161
R1,1910,707505
CM,1999,0
CM,1999,0
CD,1987,452422
CD,1987,452422
CD,1987,455147
CD,1987,455147
R2,1885,1201322
R3,1920,1112871
RC,1930,995672
R2,1890,954623
R1,1950,696710
R2,1965,1071999
R2,1880,755504
R4,1950,1030708
R2,1930,861666
R2,1930,891324
R2,1930,941104
C,1965,1380960
R4,1950,881892
CM,1950,0
CD,1950,291763
CD,1950,291763
CD,1950,293336
CD,1950,293335
CM,2005,0
CD,2005,741565
CD,2005,759381
CD,2005,692833
RL,0,117900
R2,1987,789668
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R4,1950,881892
R2,1928,806122
RL,0,22742
R3,1920,1005242
RL,0,33431
R2,1920,905158
RL,0,28925
R2,1920,865963
R1,1964,510586
R1,1964,523372
R1,1964,511215
R1,1964,581640
RL,0,34060
R1,1964,564558
RC,1899,1141711
C,1940,1273860
CM,1999,0
CD,1930,231189
CD,1935,231189
CD,1930,215259
CD,1930,209600
CD,1930,224586
CD,1930,218508
CD,1930,273423
CD,1930,261267
CD,1930,249948
CD,1930,244289
CD,1935,279292
CD,1930,312828
CD,1930,273423
CD,1935,282332
CD,1930,249948
CD,1935,244289
CD,1935,279292
CD,1930,268812
CD,1930,282331
CD,1935,282332
CD,1930,258856
CD,1935,253301
CD,1935,279292
CD,1935,277720
R2,1885,1145359
R2,1920,634460
R1,1920,580697
RL,0,629
RL,0,215574
CM,1999,0
CD,1899,287990
CD,1899,269231
CD,1899,449907
CD,1890,261371
CD,1890,241983
CD,1890,263153
CD,1890,457138
CD,1890,378119
R4,1947,881892
R4,1947,881892
R4,1947,881892
R4,1947,881892
R4,1947,881892
R4,1947,881892
R4,1947,672292
R4,1947,881892
R4,1947,881892
R3,1915,1209078
R3,1915,1103334
R3,1915,1112557
R3,1915,1134774
R3,1920,1083737
R3,1915,1143054
R3,1905,1089501
R3,1920,1136242
R3,1920,1223436
R3,1920,1199227
CM,1920,0
CD,1920,463845
CD,1920,453680
CD,1920,470762
R3,1920,1165062
R3,1920,1125657
R3,1920,1168311
R2,1930,877805
R2,1920,741355
E,1920,0
R2,1925,987530
R2,1930,955357
R2,1920,842697
R2,1920,833894
R2,1920,838400
R1,1910,633307
R1,1900,635193
R1,1900,625342
R1,1900,690632
R1,1917,596941
R3,1900,1155525
R1,1886,873928
R2,1935,795642
R2,1935,895726
R2,1935,947182
R3,1915,1095160
R2,1915,1005137
R4,1920,1380740
R2,1940,859360
R1,1950,647769
R2,1940,841334
CM,1900,0
CM,1899,0
CD,1899,488158
CD,1899,295641
CD,1899,331273
CD,1899,314924
CD,1899,340914
CD,1899,355377
CD,1900,400336
CD,1900,363656
